Record_ID,Company_Name,Address1,Address2,City,state,zip_code,zip4,phone_number,naics_code,duns_number,Address_Update_Date,Phone_Update_Date,Update_Date
REC000929,Sigma Corp #72,3004 Maple Dr,,San Antonio,TX,78201,4725,497-165-6545,541519,,2020-10-10,,
REC000930,Omega Systems,378 Corporate Way,,Miami,FL,33101,7475,515-914-2359,517311,,2021-11-06,2020-06-06,
REC000931,Acme Corporation,,,,,,,123-456-7890,541519,,,2022-10-04,2022-04-27
REC000932,Gamma Holdings #11,8188 Industrial Pkwy,,Charlotte,NC,28201,9141,525-433-7216,423430,90-945-8997,2022-04-22,2023-10-26,2021-06-22
REC000933,Coastal Services,,,,,,,865-249-6098,238210,11-723-5998,,,2023-02-21
REC000934,Apex Manufacturing #91,000 Nowhere Blvd,,,,,,802-344-7768,541611,,2024-04-02,,
REC000935,Epsilon LLC #46,5476 Elm Blvd,,Dallas,TX,75201,,772-875-4323,334111,64-318-5402,,2022-11-04,2021-07-27
REC000936,Stellar Systems,2845 Pine Rd,,San Antonio,TX,78201,,419-303-9070,541519,,2021-06-11,,2022-02-08
REC000937,Acme Corporation,3073 Tech Park Blvd,,Miami,FL,33101,,297-811-1188,541330,47-685-8861,2023-11-23,,2021-03-03
REC000938,Beta Technologies,5898 Industrial Pkwy,,Fort Worth,TX,76101,7285,311-906-7439,,59-179-3208,2021-08-13,2020-07-21,2024-05-29
REC000939,Theta Group,,,,,,,844-524-8484,541512,,,2021-04-12,2022-02-22
REC000940,Quantum Dynamics,,,,,,,662-488-9393,,83-746-8086,,2021-02-04,2021-05-07
REC000941,Global Industries LLC,7540 Main St,,Seattle,WA,98101,,679-403-5918,,,,,2023-11-11
REC000942,Sigma Corp,,,,,,,419-480-4149,541330,20-519-7089,,2022-10-08,2024-04-11
REC000943,Catalyst Corp #11,5150 Industrial Pkwy,,Portland,OR,97201,3211,,517311,50-222-6399,2021-04-17,,2024-08-23
REC000944,Acme Corporation,808 Oak Ave,,Columbus,OH,43201,8145,542-970-3683,541511,94-602-6726,2023-04-06,2023-09-04,
REC000945,Vertex Partners,8855 Maple Dr,,Seattle,WA,98101,2620,,334111,44-766-5265,2024-11-03,,2022-05-12
REC000946,Midwest Manufacturing,,,,,,,857-397-5051,334111,83-973-9260,,2024-06-26,2023-01-13
REC000947,Prime Services Co,,,,,,,632-942-7348,236220,,,2022-06-15,2022-08-27
REC000948,Pioneer Holdings,1877 Main St,,Atlanta,GA,30301,5290,,423430,16-210-8756,,,2020-03-17
REC000949,Northern Supply Co,N/A,,,,,,298-685-8232,,,2024-05-03,2023-02-28,2023-06-14
REC000950,Prime Services Co,,,,,,,980-650-1884,541511,91-357-9019,,2023-03-25,2022-04-23
REC000951,Beta Technologies,,,,,,,866-776-3298,423440,,,2024-08-21,2023-12-16
REC000952,Omega Systems,XXXX Unknown Ave,Room 205,,,,,,541330,,2023-08-07,,2021-05-11
REC000953,Tech Solutions Inc,,,,,,,885-535-1186,,51-150-9029,,,2022-05-02
REC000954,Prime Services Co #36,8390 Tech Park Blvd,,Charlotte,NC,28201,8279,752-396-3428,,,2023-05-12,2021-06-25,2021-11-30
REC000955,Horizon Ventures,3041 Oak Ave,,Phoenix,AZ,85001,,,423440,,2024-09-19,,2021-08-29
REC000956,Quantum Dynamics,126 Cedar Ln,,New York,NY,10001,7445,800-987-4731,541613,,2021-06-12,2024-11-10,
REC000957,Catalyst Corp #48,7402 Industrial Pkwy,,Columbus,OH,43201,,808-937-2203,238210,13-963-3380,2022-12-12,,
REC000958,Catalyst Corp #8,,,,,,,875-917-1393,517311,57-201-1233,,2020-05-15,
REC000959,Beta Technologies #80,,,,,,,563-697-9156,541512,83-322-7898,,,2022-05-04
REC000960,Alpha Innovations,1559 Maple Dr,,Los Angeles,CA,90001,,499-952-1448,,29-590-1070,,,
REC000961,Fusion Technologies,8932 Oak Ave,,Dallas,TX,75201,,123-456-7890,541512,,2024-12-19,,2024-05-29
REC000962,Coastal Services #60,,,,,,,453-230-5577,541330,93-942-8056,,2020-12-30,2024-03-09
REC000963,Northern Supply Co,8351 Pine Rd,Ste 500,Jacksonville,FL,32201,1517,353-470-2651,423440,,2023-06-26,,
REC000964,Northern Supply Co,7026 Industrial Pkwy,,Austin,TX,78701,,524-372-3622,,20-475-9120,,,
REC000965,Epsilon LLC,5467 Main St,,Portland,OR,97201,3322,349-337-7796,,,,2020-03-15,2023-09-30
REC000966,Midwest Manufacturing,1182 Corporate Way,,Jacksonville,FL,32201,6315,348-320-6806,,15-242-7660,2022-07-30,2020-07-24,2021-10-16
REC000967,Pioneer Holdings #40,123 Fake Street,,,,,,778-903-6494,,12-148-4855,2022-04-03,,2020-08-27
REC000968,Beta Technologies,3988 Cedar Ln,,Boston,MA,02101,,800-784-6486,,24-281-4277,,2023-11-27,2022-04-10
REC000969,Vertex Partners,,,,,,,623-923-9977,,19-756-8042,,2023-12-07,2024-10-26
REC000970,Midwest Manufacturing,,,,,,,810-542-6443,334118,,,2022-09-08,2023-04-08
REC000971,Metro Business Solutions,3132 Tech Park Blvd,,Miami,FL,33101,,810-453-4211,517311,,,2021-04-20,2023-01-28
REC000972,Eastern Distributors,,,,,,,913-258-2234,,17-944-2873,,2021-10-15,2021-08-09
REC000973,Delta Services,,,,,,,820-809-3697,,34-325-1228,,2023-05-26,2024-11-13
REC000974,Quantum Dynamics,,,,,,,481-500-9578,541611,15-377-4694,,2021-12-17,2024-11-09
REC000975,Prime Services Co,,,,,,,216-150-4620,541613,,,2020-09-07,2020-07-05
REC000976,Mountain View Tech #37,,,,,,,723-816-2145,541613,75-967-5029,,,2024-04-28
REC000977,Prime Services Co,7830 Industrial Pkwy,,Miami,FL,33101,,690-255-8943,334118,25-769-7522,,2024-07-18,
REC000978,Theta Group,2378 Pine Rd,Unit A,Charlotte,NC,28201,5678,953-606-7455,236220,57-747-6325,2024-07-01,,2024-01-24
REC000979,Horizon Ventures,2828 Business Center Dr,,Philadelphia,PA,19101,9128,936-390-8780,541611,,2020-03-30,2022-05-15,2023-03-18
REC000980,Vertex Partners,2209 Corporate Way,,Columbus,OH,43201,9371,000-000-0000,423440,70-804-5739,,,2022-05-16
REC000981,Southern Logistics,2930 Main St,,Atlanta,GA,30301,,,,25-808-8906,,,2020-12-08
REC000982,Stellar Systems #71,1182 Park Way,,Los Angeles,CA,90001,8180,717-942-7600,238210,10-772-6920,2020-02-16,2023-04-19,2024-12-13
REC000983,Atlas Group,,,,,,,914-125-7544,,94-941-1081,,2021-05-27,2020-03-05
REC000984,Acme Corporation,,,,,,,686-957-8185,,50-638-6612,,2024-04-20,2024-12-24
REC000985,Zeta Enterprises,,,,,,,844-939-2756,,,,,2022-08-08
REC000986,Gamma Holdings #99,4582 Main St,,Charlotte,NC,28201,,874-357-4237,517311,,2020-04-15,,2023-04-16
REC000987,Nexus Solutions,8214 Maple Dr,,New York,NY,10001,,555-555-5555,,29-633-9268,2023-03-06,2024-02-17,
REC000988,Pioneer Holdings,,,,,,,999-999-9999,,,,2024-03-19,2023-03-18
REC000989,Southern Logistics,8205 Tech Park Blvd,,Austin,TX,78701,3935,531-324-2335,,31-735-7228,,,2021-07-19
REC000990,Omega Systems #81,,,,,,,865-169-6148,423430,99-460-7793,,,
REC000991,Coastal Services,1693 Business Center Dr,,Chicago,IL,60601,,477-714-9328,541611,30-967-5328,2021-08-19,,2021-08-10
REC000992,Delta Services,521 Corporate Way,,Philadelphia,PA,19101,6445,404-575-5799,423430,29-661-4605,2022-08-19,2021-09-29,2024-05-03
REC000993,Vertex Partners,818 Park Way,,Columbus,OH,43201,,,423440,,2024-10-09,,2022-09-14
REC000994,Global Industries LLC,5924 Cedar Ln,,Atlanta,GA,30301,3770,762-284-2334,541512,,,2020-02-28,2023-10-21
REC000995,Gamma Holdings,8672 Park Way,,Atlanta,GA,30301,7788,435-187-6785,423430,99-595-9150,2023-01-12,2020-08-14,2020-04-15
REC000996,Prime Services Co,2451 Industrial Pkwy,,Boston,MA,02101,,768-557-8059,,38-931-7767,2021-11-01,2022-10-28,
REC000997,Stellar Systems,PO Box 0000,Floor 12,,,,,,423430,22-815-1629,,,2024-09-13
REC000998,Alpha Innovations,4081 Business Center Dr,Unit A,Houston,TX,77001,,635-507-7100,423440,44-406-4205,2023-12-07,2023-12-29,2022-09-13
REC000999,Alpha Innovations,1231 Business Center Dr,Floor 3,Boston,MA,02101,,317-525-8401,423440,,,,2021-05-13
REC001000,Coastal Services,4824 Main St,Ste 500,Los Angeles,CA,90001,4899,,,98-422-3557,2022-04-16,,2020-08-21
